Row.names,Horodateur,Sexe,Age,Race,Nombre,Logement,Zone,Ext,Obs,Timide,Calme,Effrayé,Intelligent,Vigilant,Perséverant,Affectueux,Amical,Solitaire,Brutal,Dominant,Agressif,Impulsif,Prévisible,Distrait,Abondance,PredOiseau,PredMamm,Plus
1,2021-02-09 16:36:39 UTC,F,Moinsde1,SBI,3,ASB,U,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NSP,4,4,
10,2021-02-12 18:25:58 UTC,F,Moinsde1,SBI,1,AAB,U,0,2,1,1,3,4,4,5,5,5,1,2,2,3,4,4,3,NSP,0,0,
100,2021-03-06 22:04:33 UTC,F,2a10,EUR,4,ML,U,0,2,4,4,3,5,5,4,5,4,2,1,1,1,2,4,2,NSP,0,0,"Elle ne chasse pas car elle ne sort pas, si elle sortait, je sais qu'elle chasserait car elle a vécu seule dehors pendant au moins un an"
1000,2021-02-18 16:10:11 UTC,F,Moinsde1,EUR,1,ML,R,2,2,3,2,2,4,3,5,4,4,3,4,3,3,3,4,4,3,0,0,Elle vient quand je l'appelle
1001,2021-02-18 18:00:50 UTC,F,1a2,SBI,2,MI,R,1,2,1,4,1,5,3,4,4,2,1,2,4,1,4,3,3,3,0,0,
1002,2021-02-18 18:55:18 UTC,F,Plusde10,SBI,2,MI,R,1,3,4,4,4,4,4,4,4,4,1,1,1,1,1,4,1,3,0,0,
1003,2021-02-18 18:57:15 UTC,M,Moinsde1,NR,2,MI,R,3,2,2,2,1,4,4,4,4,4,3,2,4,2,4,4,4,3,0,4,
1004,2021-02-18 20:10:02 UTC,F,2a10,MCO,Plusde5,MI,R,0,3,4,4,2,5,2,3,5,2,2,2,1,2,1,1,1,3,0,0,Mes chats ont accès à un enclos extérieur
1005,2021-02-18 20:22:16 UTC,M,2a10,MCO,1,MI,R,0,2,2,4,1,4,4,4,4,4,2,1,1,1,1,3,1,3,0,0,Il n’a accès à l’extérieur qu’en laisse aux beaux jours
1006,2021-02-18 20:39:20 UTC,M,Moinsde1,BEN,2,MI,R,0,3,3,5,1,5,5,5,5,4,3,1,1,1,1,3,1,3,0,0,
1007,2021-02-18 20:44:41 UTC,F,Moinsde1,MCO,Plusde5,MI,R,0,2,2,5,1,4,3,4,5,5,3,1,1,1,1,3,3,3,0,0,
1008,2021-02-18 21:08:33 UTC,F,2a10,BEN,3,MI,R,1,2,5,4,5,5,5,5,4,1,5,1,1,3,1,4,4,3,0,0,
1009,2021-02-18 21:19:20 UTC,M,2a10,MCO,2,ML,PU,0,2,4,4,4,5,5,5,5,4,2,1,1,1,1,4,1,3,0,0,Ne sort que en chatterie et ne cherche pas à chasser les oiseaux qui rentrent à l’intérieur
101,2021-03-06 22:38:11 UTC,F,2a10,EUR,1,ASB,R,0,2,1,3,1,4,4,4,4,4,4,3,2,1,1,1,3,NSP,0,0,
1010,2021-02-18 23:05:07 UTC,M,2a10,SBI,2,ML,R,2,2,4,4,4,5,4,5,5,5,2,1,3,5,4,5,4,3,0,1,Pot de colle
1011,2021-02-19 00:19:56 UTC,M,Plusde10,NSP,2,MI,R,2,2,4,5,3,5,5,4,5,5,5,1,3,3,1,5,5,3,0,0,
1012,2021-02-19 05:00:37 UTC,F,2a10,MCO,Plusde5,MI,PU,0,2,1,4,1,4,5,5,4,4,5,3,5,4,5,5,3,3,0,0,
1013,2021-02-19 06:44:18 UTC,F,2a10,BEN,1,MI,R,3,2,4,2,1,5,5,5,5,2,1,4,5,4,3,4,4,3,0,4,
1014,2021-02-19 13:59:22 UTC,F,2a10,PER,2,AAB,U,0,1,2,4,2,4,4,4,3,3,3,1,1,1,3,4,3,3,0,0,
1015,2021-02-19 14:01:00 UTC,M,2a10,PER,2,AAB,U,0,1,4,3,4,4,4,2,4,1,2,1,1,1,1,3,4,3,0,0,
1016,2021-02-19 15:01:58 UTC,M,1a2,BEN,1,MI,PU,1,2,2,1,3,5,5,5,5,4,5,1,3,3,5,2,5,3,0,0,
1017,2021-02-19 17:57:12 UTC,M,Moinsde1,BEN,1,AAB,PU,0,2,1,2,1,4,4,4,4,4,1,3,3,4,4,4,4,3,0,1,Il adore l’eau et ramène ses jouets
1018,2021-02-20 08:36:39 UTC,M,Plusde10,ORI,2,MI,R,0,2,3,4,2,4,4,4,4,3,4,1,1,1,1,3,3,3,0,0,
1019,2021-03-06 14:50:28 UTC,M,Moinsde1,BRI,3,MI,R,0,3,1,1,1,5,3,2,2,3,2,4,3,1,3,5,3,3,0,0,
102,2021-03-06 23:45:07 UTC,F,2a10,NR,1,ASB,U,0,2,1,2,3,4,3,4,4,4,1,1,1,3,1,1,1,NSP,0,0,Très pot de colle
1020,2021-03-06 14:55:33 UTC,M,Plusde10,BRI,2,ML,PU,2,2,2,5,2,5,2,3,5,4,1,1,3,2,1,4,2,3,0,1,
1021,2021-03-06 15:05:50 UTC,M,2a10,BRI,3,MI,R,0,2,2,5,1,5,5,5,5,5,1,1,1,1,1,5,2,3,0,0,
1022,2021-03-06 15:09:04 UTC,M,2a10,Autre,1,ML,R,0,3,4,5,3,4,5,4,5,4,4,1,3,2,2,4,3,3,0,0,"Chat sibérien, non habitué à sortir"
1023,2021-03-06 15:22:04 UTC,M,2a10,BRI,1,MI,PU,0,2,3,5,2,5,4,4,4,4,3,1,3,1,3,4,2,3,0,0,
1024,2021-03-06 16:08:58 UTC,F,2a10,BRI,1,ASB,U,2,3,3,2,3,5,3,3,4,2,1,1,3,3,2,3,2,3,0,0,Le sommeil! Elle dort au moins 20 heures par jour...
1025,2021-03-06 16:09:48 UTC,F,2a10,EUR,1,MI,PU,0,2,5,5,3,5,3,3,5,2,4,1,1,3,3,3,5,3,0,0,"Cela fait 6 semaines que je l’ai adoptée, elle sortait d’e chez une humaine qui e-navigation + de 20 et elle ne s’en occupait pas plus d’elle même. C’est la SPA qui  est venue les mettre en sécurité. Donc c’est la raison pour laquelle je ne peux répondre à certaines questions."
1026,2021-03-06 16:15:15 UTC,F,Moinsde1,BRI,1,MI,R,0,2,1,2,3,2,2,4,4,4,5,2,4,3,4,2,2,3,0,0,"British longhair, ne sort pas du tout."
1027,2021-03-06 16:22:08 UTC,F,2a10,BRI,2,MI,PU,0,2,3,5,4,5,5,5,5,4,4,1,4,4,1,4,1,3,0,0,
1028,2021-03-06 16:27:52 UTC,F,2a10,NR,3,MI,R,2,3,1,2,2,4,4,3,4,1,4,4,4,4,4,4,1,3,0,3,
1029,2021-03-06 16:37:00 UTC,M,Moinsde1,NR,3,MI,R,0,3,3,3,3,2,2,2,2,1,3,1,3,3,3,2,2,3,0,0,Un de mes 3 chats vient de l'extérieur mais les 3 ne sortent pas car pas encore castré et pas envie qu'ils se reproduisent.
103,2021-03-07 00:34:46 UTC,M,Moinsde1,CHA,1,ML,U,0,2,5,5,3,4,5,3,4,1,4,3,4,3,4,4,3,NSP,0,0,
1030,2021-03-06 16:40:02 UTC,M,2a10,BRI,2,MI,R,1,2,1,4,4,3,4,3,5,5,1,1,1,1,1,5,5,3,0,0,
1031,2021-03-06 16:53:33 UTC,F,2a10,BRI,1,ML,PU,0,2,2,4,3,4,4,4,4,1,2,1,3,3,2,4,4,3,0,0,Elle adore attraper les mouches et les araignées
1032,2021-03-06 16:58:41 UTC,F,Moinsde1,BRI,1,MI,R,0,2,3,3,4,4,2,4,5,4,3,2,3,3,3,3,4,3,0,0,
1033,2021-03-06 17:17:10 UTC,M,Moinsde1,BRI,2,MI,PU,0,3,1,4,3,2,2,2,2,4,1,3,3,2,3,3,3,3,0,0,Pour l’instant il ne sort pas
1034,2021-03-06 17:17:12 UTC,F,2a10,BRI,1,MI,R,0,2,1,4,1,3,4,3,4,4,2,1,1,3,2,4,4,3,0,0,
1035,2021-03-06 17:22:00 UTC,M,2a10,EUR,1,ASB,R,0,2,5,2,3,4,5,4,4,2,4,4,3,3,4,2,4,3,0,0,
1036,2021-03-06 17:23:19 UTC,F,1a2,PER,1,ML,R,0,2,2,4,4,5,3,3,5,5,3,1,3,2,3,2,3,3,0,0,
1037,2021-03-06 17:23:35 UTC,M,Moinsde1,BRI,1,MI,U,1,2,2,4,1,4,4,4,4,2,4,2,2,1,1,3,4,3,0,0,
1038,2021-03-06 17:26:20 UTC,M,2a10,EUR,1,ASB,U,0,3,4,4,3,5,5,5,5,4,3,2,4,3,3,3,3,3,0,0,
1039,2021-03-06 17:31:52 UTC,F,2a10,NR,1,ML,R,0,1,3,3,3,4,4,4,3,1,4,4,4,1,4,4,4,3,0,0,
104,2021-03-07 01:28:28 UTC,F,1a2,EUR,1,AAB,U,0,1,3,3,2,4,4,4,3,4,5,1,4,5,3,4,5,NSP,0,0,
1040,2021-03-06 17:33:08 UTC,F,Moinsde1,EUR,2,AAB,U,2,2,5,4,3,3,4,4,4,5,2,1,2,3,3,4,4,3,0,3,"Elle ramène des vers de terre, des feuilles mortes."
1041,2021-03-06 17:33:41 UTC,F,2a10,BRI,1,AAB,U,1,2,2,4,5,4,5,4,4,4,4,2,4,5,4,3,4,3,0,0,
1042,2021-03-06 17:33:43 UTC,M,Plusde10,EUR,4,MI,R,2,2,4,5,2,5,5,5,5,1,4,3,1,3,3,4,3,3,0,1,"J'ai une chatterie extérieure, ce qui réduit la prédation"
1043,2021-03-06 17:35:10 UTC,M,1a2,BRI,1,ML,R,1,1,2,5,3,3,4,2,2,2,1,1,3,3,3,3,5,3,0,0,
1044,2021-03-06 17:37:08 UTC,M,Moinsde1,EUR,1,MI,R,1,2,2,1,1,5,4,4,5,4,5,5,3,1,1,4,3,3,0,0,Ils sort très régulièrement mais en laisse et étant étudiant je vie chez ma mère dans une maison mais également dans mon ASB mais tout deux on se la verdure il sort au moins 4 fois par semaines
1045,2021-03-06 17:37:46 UTC,F,1a2,NR,1,ML,PU,2,1,4,4,4,1,3,3,1,2,3,3,3,2,3,3,3,3,0,0,
1046,2021-03-06 17:39:19 UTC,F,1a2,EUR,1,MI,R,2,2,4,4,5,4,3,3,5,4,3,2,2,3,2,4,3,3,0,3,
1047,2021-03-06 17:42:44 UTC,F,2a10,RAG,3,MI,R,0,2,1,4,3,4,4,4,4,1,4,1,4,3,4,2,4,3,0,0,Elle boit l'eau au robinet.  Elle est très capricieuse
1048,2021-03-06 17:43:40 UTC,M,1a2,EUR,2,MI,R,2,2,3,4,3,3,4,4,5,1,1,1,1,1,1,1,1,3,0,0,
1049,2021-03-06 17:44:50 UTC,F,2a10,Autre,3,MI,R,1,1,4,4,4,4,4,4,4,4,4,1,4,1,2,2,4,3,0,1,
105,2021-03-07 03:30:20 UTC,M,2a10,NR,Plusde5,MI,R,0,3,2,2,2,1,1,1,1,2,2,2,3,2,2,2,2,NSP,0,0,Ne sortent pas. Donc pas de capture d animeaux
1050,2021-03-06 17:46:46 UTC,F,Moinsde1,MCO,3,MI,R,1,2,1,1,1,4,1,4,3,4,1,2,3,3,4,4,4,3,0,0,Elle n'a peur de rien ni de personne même l'aspirateur elle essaye de le frapper à coup de patte 😂
1051,2021-03-06 17:51:43 UTC,F,Moinsde1,Autre,1,MI,R,0,2,2,5,3,4,4,4,5,5,1,1,3,3,3,2,1,3,0,0,"Pas de sortie en extérieur, enclos pas encore disponible, R'Mione est la future 1ère maman d'un elevage de chat de race British Longhair"
1052,2021-03-06 17:51:53 UTC,F,2a10,NR,2,ML,PU,1,2,2,4,4,4,4,4,5,4,2,1,4,2,2,5,2,3,0,0,Notre chatet est attacheé lorsqu elle est dehors elle peut cependant gripper dans un arbre .. il y un axe routier à qq mètres de la maison on a peur qu elle aille sur cet axe
1053,2021-03-06 17:53:52 UTC,M,Plusde10,EUR,2,MI,R,1,3,3,4,3,4,4,4,5,3,1,2,2,2,2,2,2,3,0,1,
1054,2021-03-06 17:53:59 UTC,M,Moinsde1,NSP,1,MI,R,1,1,1,3,2,3,3,2,2,2,1,2,1,3,3,3,3,3,0,0,
1055,2021-03-06 17:54:58 UTC,F,2a10,NR,2,ML,PU,1,2,4,4,2,4,4,4,4,2,4,2,2,4,4,4,1,3,0,0,Idem que pour sa sœur axe routier près de notre maison elle est attachée lorsqu elle est dehors mais peut se déplacer jouer sans les arbres la haie ..
1056,2021-03-06 17:56:28 UTC,M,Moinsde1,EUR,1,ML,U,0,2,1,4,1,5,5,5,5,5,1,1,1,1,1,5,3,3,0,0,
1057,2021-03-06 17:56:42 UTC,M,2a10,NSP,2,AAB,U,0,3,2,2,2,5,5,5,5,4,1,3,5,3,3,3,4,3,0,0,
1058,2021-03-06 18:00:08 UTC,F,Moinsde1,EUR,3,MI,R,2,3,1,3,1,5,4,4,5,5,1,4,3,1,3,4,4,3,0,0,
1059,2021-03-06 18:03:55 UTC,F,Moinsde1,NSP,2,ML,R,0,2,4,4,1,3,3,4,3,1,4,1,2,1,1,2,4,3,0,0,
106,2021-03-07 07:56:31 UTC,M,1a2,NR,1,ASB,U,0,2,1,4,3,4,3,3,5,5,1,1,3,3,2,3,2,NSP,0,0,Pour les dernières questions mes réponses ne sont pas à prendre en compte car je n'ai pas d'extérieur et mon chat ne sort pas
1060,2021-03-06 18:05:18 UTC,M,1a2,NSP,2,ML,R,0,2,1,1,1,3,3,4,4,4,1,1,2,1,1,2,4,3,0,0,
1061,2021-03-06 18:06:42 UTC,F,Moinsde1,EUR,1,AAB,U,0,2,3,4,4,4,4,3,5,3,2,2,2,2,2,3,3,3,0,0,"J'habite au 7eme étage. Elle est déjà allée sur le balcon 2 ou 3 fois mais c'est moi qui est peur  quand je la vois passer les pâtes à travers les barreaux. Elle se rassure avec la présence du chien que j'ai depuis 2 mois. Ma chatte à 6 mois, bientôt la stérilisation 🥴"
1062,2021-03-06 18:12:46 UTC,F,1a2,BRI,1,MI,R,0,2,2,5,3,5,5,5,4,5,4,1,2,3,3,3,3,3,0,0,
1063,2021-03-06 18:13:15 UTC,M,2a10,NR,2,AAB,PU,0,2,4,5,1,4,2,2,4,2,3,2,2,1,1,4,3,3,0,0,Chat d’intérieur
1064,2021-03-06 18:15:07 UTC,M,1a2,NR,2,AAB,PU,0,2,1,3,1,4,3,5,5,5,1,2,2,2,3,4,3,3,0,0,Chat d’intérieur
1065,2021-03-06 18:17:14 UTC,F,2a10,NR,1,MI,U,0,2,1,4,3,4,2,4,5,4,2,2,2,1,1,4,4,3,0,0,
1066,2021-03-06 18:19:02 UTC,M,1a2,BRI,2,MI,R,0,3,2,5,1,5,4,5,5,4,2,1,1,1,1,4,1,3,0,0,
1067,2021-03-06 18:20:05 UTC,F,Moinsde1,EUR,2,MI,PU,2,2,3,4,4,5,5,5,5,3,2,2,1,2,3,4,4,3,0,0,
1068,2021-03-06 18:24:56 UTC,M,2a10,EUR,3,ML,R,2,2,1,3,3,4,5,5,5,5,1,2,3,4,3,4,4,3,0,0,
1069,2021-03-06 18:28:53 UTC,M,Plusde10,EUR,3,ML,R,2,2,5,5,1,3,5,5,5,5,1,1,4,5,3,4,3,3,0,0,
107,2021-03-07 08:22:31 UTC,M,1a2,EUR,2,ML,U,0,2,2,2,4,5,3,4,5,3,1,3,2,2,3,3,3,NSP,0,0,
1070,2021-03-06 18:30:08 UTC,M,Plusde10,EUR,1,MI,R,1,3,4,4,5,4,4,3,5,4,4,1,1,1,1,5,3,3,0,0,Ne nous a 0 ramené une seule bête rien ! Très peureux ne veut pas sortir si nous ne sommes pas dehors
1071,2021-03-06 18:31:28 UTC,F,2a10,BRI,2,ML,PU,1,2,4,4,4,4,3,3,4,1,4,2,1,2,1,3,3,3,0,0,Attachée en extérieur avec laisse de 5 m
1072,2021-03-06 18:32:45 UTC,M,Moinsde1,NR,1,ML,R,2,2,2,2,4,3,3,4,1,2,4,4,4,2,5,1,3,3,0,0,
1073,2021-03-06 18:32:46 UTC,F,Moinsde1,NR,2,MI,R,2,2,4,4,4,4,4,4,5,4,4,1,1,3,1,4,4,3,0,0,
1074,2021-03-06 18:37:38 UTC,F,2a10,EUR,1,ML,PU,0,3,5,5,4,5,5,2,5,5,1,1,1,3,1,5,5,3,0,0,Il ne sort 0 en extérieur sauf avec une laisse
1075,2021-03-06 18:38:53 UTC,M,Moinsde1,NR,2,ML,PU,2,2,1,3,1,4,3,3,5,5,1,1,2,1,2,5,5,3,0,3,
1076,2021-03-06 18:38:57 UTC,M,Moinsde1,NR,1,ML,R,0,2,4,2,3,5,5,3,4,2,3,3,3,3,4,4,4,3,0,0,
1077,2021-03-06 18:39:02 UTC,M,2a10,BRI,1,AAB,PU,3,3,5,3,4,3,3,1,4,4,3,1,2,4,2,5,2,3,0,0,Miaule tout le temps
1078,2021-03-06 18:39:31 UTC,M,Plusde10,EUR,4,ML,R,0,0,1,5,2,4,4,5,5,5,4,1,1,1,1,5,2,3,0,0,Il ne sort pas car il a 16 ans et a des soucis de santé
1079,2021-03-06 18:41:28 UTC,M,2a10,EUR,4,ML,R,0,3,1,3,1,3,1,5,4,4,1,3,4,1,5,3,5,3,0,0,
108,2021-03-07 08:23:57 UTC,F,Moinsde1,ORI,2,ML,U,0,2,4,4,3,4,5,3,4,2,5,3,2,3,4,3,3,NSP,0,0,
1080,2021-03-06 18:41:40 UTC,M,2a10,MCO,4,ML,PU,3,1,5,5,4,4,5,4,5,1,5,1,3,1,1,4,2,3,0,0,
1081,2021-03-06 18:43:47 UTC,M,2a10,EUR,4,ML,R,2,2,4,3,4,4,4,4,4,4,4,1,2,1,2,1,1,3,0,1,
1082,2021-03-06 18:45:23 UTC,F,Plusde10,ORI,4,ML,R,1,3,4,4,5,5,5,5,5,4,5,3,4,5,5,1,4,3,0,0,
1083,2021-03-06 18:47:19 UTC,F,Moinsde1,EUR,2,ML,U,0,2,3,1,1,4,4,5,3,1,3,2,1,1,1,1,1,3,0,0,
1084,2021-03-06 18:48:11 UTC,M,1a2,NR,1,ASB,R,0,2,2,2,4,4,5,2,5,5,3,3,3,4,4,4,5,3,0,0,J ai répondu aux 3 dernières questions mais il ne sort 0
1085,2021-03-06 19:03:38 UTC,F,2a10,BRI,2,MI,R,1,1,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,3,0,0,
1086,2021-03-06 19:04:18 UTC,F,Moinsde1,EUR,1,MI,PU,1,2,3,2,3,2,2,2,3,3,2,2,1,3,2,1,2,3,0,0,
1087,2021-03-06 19:06:20 UTC,M,Moinsde1,NR,2,MI,R,0,2,3,4,3,4,4,4,5,4,2,1,1,2,2,3,3,3,0,0,
1088,2021-03-06 19:06:24 UTC,F,1a2,BRI,Plusde5,MI,R,0,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,3,0,0,
1089,2021-03-06 19:13:34 UTC,F,Moinsde1,BRI,5,MI,R,0,2,1,4,1,5,4,5,5,4,1,3,1,1,2,4,4,3,0,0,
109,2021-03-07 09:16:25 UTC,F,2a10,BRI,Plusde5,ML,U,0,2,1,4,1,1,2,5,4,4,2,2,5,4,2,4,1,NSP,0,0,
1090,2021-03-06 19:23:30 UTC,M,Moinsde1,BRI,1,ML,PU,1,3,3,4,3,5,5,5,3,3,3,1,1,1,1,1,2,3,0,0,Sort en laisse dans le jardin
1091,2021-03-06 19:27:01 UTC,F,1a2,EUR,Plusde5,ML,PU,3,2,3,4,5,5,5,5,2,1,5,1,1,3,4,3,1,3,0,3,
1092,2021-03-06 19:29:12 UTC,M,2a10,EUR,Plusde5,ML,PU,2,2,5,5,4,5,4,4,4,3,2,1,1,1,5,5,1,3,0,0,Il joue avec des petits rongeurs qu'il trouve dehors mais ne les tue pas (il me les ramène vivants dans ma maison)
1093,2021-03-06 19:36:51 UTC,F,2a10,EUR,2,ML,U,2,2,4,3,5,5,5,5,5,5,3,2,1,1,1,4,5,3,0,2,
1094,2021-03-06 19:56:14 UTC,F,Plusde10,BRI,2,MI,R,0,2,1,5,2,3,2,4,5,5,1,5,2,2,1,3,4,3,0,0,
1095,2021-03-06 20:10:59 UTC,F,2a10,EUR,1,MI,R,1,2,2,2,5,5,4,5,4,2,4,4,4,4,4,4,4,3,0,0,
1096,2021-03-06 20:20:38 UTC,M,2a10,NR,2,ML,R,2,1,3,5,1,4,5,3,5,4,3,1,3,5,3,3,2,3,0,0,"Chat castré et dominant avec les chats extérieur
Chasse et proies inconnues du fait d absence de jardin mais sort dans un parc arrière"
1097,2021-03-06 20:21:58 UTC,F,Moinsde1,NR,1,ML,R,1,2,3,4,1,5,5,5,3,3,4,1,1,1,2,4,3,3,0,0,
1098,2021-03-06 20:29:17 UTC,F,1a2,TUV,3,MI,R,0,2,1,5,1,5,5,5,5,5,1,1,1,1,1,5,4,3,0,0,"Réponse pour l TUV, mon EUR est à l opposé"
1099,2021-03-06 20:52:17 UTC,F,Moinsde1,EUR,1,AAB,U,0,2,2,4,2,4,4,5,4,5,2,1,1,1,1,1,4,3,0,0,
11,2021-02-12 20:07:44 UTC,NSP,1a2,MCO,3,ASB,U,0,2,2,3,2,4,2,4,2,4,3,2,4,2,4,2,3,NSP,0,0,
110,2021-03-07 09:33:41 UTC,M,Moinsde1,BRI,1,ASB,U,0,2,1,3,3,4,5,4,4,4,2,1,1,1,2,3,5,NSP,0,0,
1100,2021-03-06 20:56:12 UTC,M,Moinsde1,BRI,1,MI,R,0,3,1,4,2,5,5,5,5,5,1,1,2,2,2,2,4,3,0,0,
1101,2021-03-06 20:57:38 UTC,F,1a2,SBI,2,MI,R,1,3,4,3,3,4,5,5,5,3,2,2,2,1,3,4,5,3,0,0,Il s'agit d'un chat qui ne sort que sous surveillance 1h max par jour donc pas la possibilité de chasser mais très curieuse qd elle entend un oiseau par exemple
1102,2021-03-06 21:05:46 UTC,M,2a10,BRI,1,MI,R,0,2,5,4,3,3,5,4,3,3,5,1,3,3,1,4,2,3,0,0,"Chat d'intérieur, n'a 0 vu une souris pour autant sa souris jouet, il l'utilise comme une vrai C 'est marrant."
1103,2021-03-06 21:06:52 UTC,M,1a2,BRI,2,MI,R,0,2,1,3,1,3,3,3,3,3,1,2,3,3,3,3,3,3,0,0,
1104,2021-03-06 21:09:33 UTC,M,Moinsde1,EUR,1,MI,R,1,3,4,4,4,5,4,4,4,4,2,2,2,2,4,4,4,3,0,0,Il n'a un peu peur d'aller dehors quand je suis pas avec lui
1105,2021-03-06 21:14:20 UTC,M,2a10,BRI,2,ML,R,0,2,1,4,3,3,5,4,5,4,2,2,5,1,2,4,1,3,0,0,
1106,2021-03-06 21:26:20 UTC,F,Moinsde1,CHA,1,ASB,U,0,3,3,3,3,4,4,4,5,3,3,2,2,3,3,4,3,3,0,0,
1107,2021-03-06 21:28:42 UTC,F,Moinsde1,NR,1,MI,PU,0,2,1,3,4,4,2,4,5,5,2,2,4,3,4,3,4,3,0,0,"Comme mon chaton ne sort pas, impossible de dire si il me ramènerait des proies ou pas. Mais au vu de son comportement, je dirais que oui. Une vraie chasseresse de jouets. Elle saute même sur le chien de ma mère haha"
1108,2021-03-06 21:32:20 UTC,F,Plusde10,EUR,2,MI,R,3,2,4,5,4,3,3,3,5,2,4,1,3,2,3,4,3,3,0,1,
1109,2021-03-06 22:06:03 UTC,F,Moinsde1,NR,4,MI,U,2,2,1,3,1,4,4,3,5,4,1,1,3,4,3,4,2,3,0,0,
111,2021-03-07 10:10:13 UTC,M,Moinsde1,BRI,2,ASB,U,0,2,1,3,2,4,5,5,3,5,4,1,1,1,2,3,5,NSP,0,1,
1110,2021-03-06 22:15:29 UTC,M,2a10,EUR,4,ML,U,0,2,1,2,1,4,2,4,5,5,4,4,4,5,5,3,5,3,0,0,
1111,2021-03-06 22:17:54 UTC,F,2a10,EUR,4,ML,U,0,2,1,2,2,5,4,5,5,4,4,2,4,4,3,4,2,3,0,0,
1112,2021-03-06 22:26:31 UTC,F,2a10,EUR,3,AAB,PU,1,3,4,3,3,5,4,4,5,2,1,3,3,1,3,4,5,3,0,0,Curieuse
1113,2021-03-06 22:30:57 UTC,F,2a10,BRI,2,AAB,U,1,3,5,5,2,4,5,3,2,1,4,1,1,1,2,4,2,3,0,0,
1114,2021-03-06 22:32:49 UTC,M,1a2,SBI,1,MI,R,1,3,4,5,1,5,4,4,5,5,1,1,1,1,1,3,3,3,0,0,
1115,2021-03-06 22:34:30 UTC,M,1a2,MCO,1,MI,R,1,3,3,4,3,5,4,4,4,4,3,3,3,2,2,3,3,3,0,0,
1116,2021-03-06 22:36:07 UTC,M,2a10,SPH,Plusde5,ML,U,2,2,1,4,1,5,5,5,5,5,1,1,1,1,1,3,4,3,0,0,
1117,2021-03-06 22:45:38 UTC,F,Moinsde1,BEN,1,ML,U,0,2,2,1,3,5,5,5,3,2,3,4,4,3,3,4,3,3,0,0,Chat moitié BEN et abissan.
1118,2021-03-06 22:46:24 UTC,M,Plusde10,BRI,4,MI,R,1,2,2,5,1,5,5,4,5,2,2,1,1,1,1,4,2,3,0,1,Très casanier
1119,2021-03-06 22:46:49 UTC,M,Moinsde1,NSP,4,ML,PU,2,2,2,1,1,4,4,5,4,3,1,1,4,3,2,3,2,3,0,4,C est le plus jeune de la famille (Il n'a pas encore 1 an). Il a été recueilli non sevré. Il est très vite sorti et nous habitons dans les bois.
112,2021-03-07 10:48:04 UTC,M,1a2,NR,2,ML,U,0,1,4,3,1,4,4,4,4,4,2,1,4,1,1,3,3,NSP,0,0,
1120,2021-03-06 22:57:44 UTC,F,2a10,EUR,2,ML,PU,3,2,4,4,3,5,5,5,4,2,4,1,3,3,2,4,4,3,0,1,
1121,2021-03-06 23:07:00 UTC,M,Plusde10,EUR,2,ML,R,3,2,4,4,3,4,3,3,3,3,4,1,2,1,3,3,3,3,0,0,
1122,2021-03-06 23:33:20 UTC,M,2a10,CHA,2,MI,R,0,2,2,4,1,4,4,3,5,5,3,3,3,1,3,4,3,3,0,0,
1123,2021-03-06 23:35:23 UTC,F,1a2,Autre,2,MI,U,0,3,2,4,2,5,3,3,5,5,2,1,1,2,3,3,3,3,0,0,
1124,2021-03-06 23:36:32 UTC,F,Moinsde1,NR,2,MI,R,0,2,1,1,1,5,2,4,4,5,2,4,3,2,4,4,4,3,0,0,
1125,2021-03-06 23:40:49 UTC,F,2a10,EUR,5,AAB,U,2,2,2,4,3,5,5,5,3,4,4,3,4,1,1,4,3,3,0,3,"n'aime pas quand je m'enferme dans une pièce, les portes doivent restées ouvertes tout le temps"
1126,2021-03-06 23:43:43 UTC,F,2a10,NR,4,MI,R,0,1,1,3,2,5,4,4,5,3,3,3,4,3,3,3,1,3,0,1,
1127,2021-03-06 23:57:12 UTC,F,Moinsde1,EUR,1,MI,PU,0,2,3,5,1,4,5,3,4,4,5,1,3,3,4,4,3,3,0,0,
1128,2021-03-07 00:02:22 UTC,M,Moinsde1,NR,1,MI,R,2,2,4,3,4,4,2,4,4,3,4,2,3,1,4,4,4,3,0,4,
1129,2021-03-07 00:02:49 UTC,M,1a2,BRI,2,MI,R,0,1,3,1,1,1,1,1,1,2,3,2,2,2,2,1,1,3,0,0,
113,2021-03-07 11:08:22 UTC,F,Moinsde1,NR,1,ASB,PU,0,2,2,4,2,4,4,4,5,4,4,1,4,1,1,3,4,NSP,0,0,Je l'ai eue à 1 mois donc de suite sa maman. Actuellement 7 mois et continue à téter au niveau de mon cou. Elle ne peut pas vivre sans moi et moi sans elle. Sommes fusionnelles
1130,2021-03-07 00:09:36 UTC,F,1a2,EUR,2,AAB,PU,0,2,2,4,2,4,4,4,5,4,2,1,2,2,3,3,2,3,0,0,
1131,2021-03-07 00:11:39 UTC,M,1a2,EUR,2,AAB,PU,0,2,5,4,4,4,5,3,4,3,2,1,3,2,2,3,5,3,0,0,
